"F1","F2","F3","F4","F5","F6"
-0.844036537376757,0.231324797730427,-1.42721208028538,0.240856534834428,0.0952249229556164,-1.82954294917286
0.673926885106696,-0.300828675179089,-0.507262480777095,2.05716580652453,-2.07398993183241,-0.717779285639904
-1.13223082280638,2.59091249274235,-0.7221626599876,-1.05553880510024,1.72344391519035,-0.31827498177468
-1.32946900955262,-1.48012578747221,0.805781650523695,0.803477866283797,0.38814456753388,-1.32662379586765
0.698208207886404,-1.68484053166058,0.553522786177494,-0.464273180470739,-2.09813981030989,1.28719444185013
0.644606021033592,0.0167065050783005,0.232233229234195,-1.06665516754425,1.03525341951745,0.00744981558935328
-0.372300809338922,0.097842486056554,-0.328366878939858,1.4132782715377,0.468984570933167,-0.11921614317378
-1.52691411122561,-0.635486167921052,-0.198428140513955,0.416581671887028,1.45952878299755,-1.09168231921972
-1.07931274860012,0.327173735965122,-2.3226299976137,0.343544653249789,-1.20760506797009,-0.902263113616317
-1.19133782835975,-0.618465925238036,-0.924787396785307,0.58592707854081,0.782547534581637,-0.395822271087432
0.12003616152028,-0.424408743238273,-0.952843455762426,1.36908802585546,-0.630926374036167,-0.701361654331419
-1.0891327039481,0.922214540351699,-0.185418171768989,1.42041037747014,-0.454642263303787,0.153179076629987
-1.42620393850006,-0.662860609514388,-0.161415451972992,0.0116503128679147,0.376907846288248,-0.0715936462607621
2.10143347249563,0.0807555747239326,-0.710626192192029,0.934031091010775,-0.0338601632131425,-1.20360205358617
-1.51958968001437,-0.312002054173666,-1.22421446058348,-0.157658973316672,-1.25952360237076,1.23968363083414
-1.16288758993114,1.15365597435323,-0.280503406678457,-0.699582405409562,-1.53471820926146,0.520585249312783
-1.02407190166342,-0.644197170830183,0.123743540203722,1.86619271948822,-1.12465773568321,0.507790312767853
-0.0155306882137898,-0.984539629232494,-0.694958539547972,-1.14470528917581,1.9284517571717,-0.202423401390882
-0.784535029405333,-0.618564264126752,1.05523665130075,1.56577395977693,0.0731078419810608,0.583724486539172
-2.49865900078981,-0.409255232669598,2.80974869755873,1.10415527489772,0.0784259580202275,0.0874836900126771
1.19774528119921,-1.16316295511129,1.41386862058899,-1.53985777959452,-0.289488215900549,-0.965728923355738
1.55028158783762,0.214184958384557,-0.675681334795083,-0.113743443977682,-1.79729926753875,0.524781467276286
-0.437462945569576,1.47668488226712,-0.858642603752336,0.622978044551552,-0.636149457767177,0.902980201227725
-0.432600147594207,0.997361756098602,0.4338430043404,0.328166600882794,0.757030302983646,0.604908330408737
